0.862916	0.534212	0.6	0.6
0.969149	0.397513	1.11998	0.600225
1.62331	0.499091	1.6399	0.601347
1.96701	0.557117	2.1597	0.604086
2.92034	0.645898	2.67932	0.609155
3.56096	0.485311	3.19869	0.617267
4.19786	0.698311	3.71772	0.62913
4.61908	0.68951	4.23632	0.645449
5.20901	0.66599	4.75437	0.666921
5.22834	0.639362	5.27175	0.694234
5.89392	0.373584	5.78828	0.728072
6.62134	0.836138	6.30379	0.769103
7.29121	0.630741	6.81808	0.817988
8.08349	0.819605	7.3309	0.875373
8.40453	0.884557	7.84199	0.941886
8.45858	1.41118	8.35106	1.01814
9.8809	1.1419	8.85775	1.10473
10.1016	1.52474	9.36172	1.20223
10.5377	1.72555	9.86254	1.31118
10.9084	1.70343	10.3598	1.4321
11.4783	1.42876	10.853	1.56549
11.4763	1.53917	11.3416	1.71179
12.136	2.14937	11.8251	1.87144
12.5457	1.77728	12.3029	2.04482
13.2198	2.6644	12.7743	2.23227
12.7087	3.12439	13.2388	2.43409
13.8302	2.73893	13.6955	2.65053
14.5568	2.87021	14.1439	2.88179
14.6754	3.96041	14.583	3.12802
15.3685	4.14761	15.0122	3.38932
15.7234	3.4105	15.4306	3.66572
16.3376	4.21632	15.8375	3.95719
16.7586	4.48231	16.2319	4.26363
16.9236	5.10119	16.613	4.5849
17.3421	4.64623	16.9799	4.92077
17.6463	4.74597	17.3319	5.27094
17.9216	6.07151	17.6679	5.63506
18.1245	6.79027	17.9872	6.01269
18.4022	7.02231	18.2888	6.40332
18.8089	7.24388	18.572	6.80638
18.5479	7.4012	18.8359	7.22122
19.3089	7.67375	19.0798	7.64712
19.0239	8.17194	19.3028	8.08329
19.6843	8.35902	19.5042	8.5289
19.6061	9.48659	19.6835	8.983
19.6163	9.76606	19.8398	9.44463
19.1911	11.5493	19.9728	9.91275
19.6775	10.803	20.0818	10.3863
19.4335	12.3402	20.1663	10.864
19.2063	12.2418	20.2261	11.3449
19.966	11.9688	20.2608	11.8275
20.0192	12.4823	20.2701	12.3108
20.9151	12.2555	20.254	12.7933
19.858	13.5236	20.2122	13.2738
20.3387	13.5307	20.1449	13.7509
19.6717	14.4038	20.0521	14.2233
20.1149	14.0165	19.934	14.6897
20.0157	15.3443	19.7908	15.1486
19.9388	15.0864	19.6229	15.5989
19.1556	16.0022	19.4307	16.039
19.4007	16.2962	19.2148	16.4679
18.8373	17.7112	18.9757	16.8841
18.8177	17.0316	18.7142	17.2866
18.2749	17.4877	18.4309	17.674
18.3021	17.498	18.1268	18.0453
18.8558	18.1364	17.8026	18.3994
17.7945	18.0801	17.4595	18.7353
16.9398	19.7311	17.0983	19.0521
16.1674	20.2201	16.7201	19.3488
16.4366	18.2742	16.3262	19.6246
16.2328	19.2166	15.9176	19.8789
14.3677	21.3406	15.4956	20.111
14.7476	19.9571	15.0613	20.3203
13.841	21.0031	14.6161	20.5063
13.8232	20.859	14.1611	20.6686
13.8263	20.4261	13.6977	20.807
13.2669	21.1579	13.2271	20.9211
11.5171	21.6724	12.7506	21.0108
12.3859	21.1066	12.2695	21.0761
11.5265	20.6748	11.785	21.117
10.5558	20.5567	11.2982	21.1335
9.30535	21.3896	10.8105	21.1259
9.97958	21.2932	10.3229	21.0943
9.38223	21.111	9.83658	21.0391
9.63392	20.9724	9.35258	20.9607
9.84634	20.009	8.87192	20.8594
8.29647	20.4978	8.39557	20.7358
8.29081	20.6565	7.92445	20.5903
7.09214	20.1196	7.45939	20.4237
6.89359	20.1536	7.00119	20.2364
6.67637	20.2142	6.55059	20.0292
5.28178	19.5036	6.10823	19.8027
5.9506	18.9859	5.67472	19.5577
5.87397	19.301	5.25059	19.2948
3.98679	19.0452	4.8363	19.015
4.69245	18.4634	4.43224	18.7188
3.42434	18.8357	4.03876	18.4071
4.3011	17.9267	3.65611	18.0807
2.65664	17.888	3.28449	17.7402
3.26647	17.0897	2.92405	17.3866
2.55039	16.8884	2.57486	17.0205
1.57735	16.0489	2.23695	16.6427
1.74362	16.2687	1.91027	16.254
1.6097	15.5526	1.59474	15.8549
0.828993	15.528	1.29021	15.4463
1.03147	15.2134	0.996486	15.0288
0.722177	14.2445	0.71333	14.603
-0.0328023	13.9604	0.440459	14.1696
0.0524412	13.6377	0.177545	13.7292
-0.275043	13.1456	-0.0757753	13.2823
-0.684792	12.3563	-0.319903	12.8295
-0.972122	12.5207	-0.555273	12.3714
-1.26757	11.6495	-0.78235	11.9083
-0.891441	10.959	-1.00163	11.4409
-1.29894	10.9012	-1.21362	10.9695
-1.59293	10.0212	-1.41889	10.4945
-1.59702	9.96554	-1.61797	10.0165
-2.27191	9.37316	-1.81147	9.53564
-1.96565	9.13274	-1.99998	9.05243
-2.65862	8.19477	-2.18412	8.56717
-2.273	8.52315	-2.3645	8.0802
-3.08256	7.38874	-2.54177	7.59184
-2.79412	7.20818	-2.71658	7.10238
-2.57673	6.36755	-2.88957	6.61214
-3.50172	6.10796	-3.0614	6.12139
-3.19736	5.19093	-3.23274	5.63043
-3.4281	4.94644	-3.40424	5.13955
-3.50501	4.17643	-3.57657	4.64902
-4.06447	4.10977	-3.75039	4.15913
-4.23729	3.88878	-3.92635	3.67019
-4.27467	2.88187	-4.10509	3.18248
-4.38481	2.39989	-4.28727	2.69633
-4.29257	1.92854	-4.47352	2.21205
-4.98165	1.43611	-4.66444	1.72998
-4.98594	1.10894	-4.86066	1.25049
-4.84736	0.18101	-5.06277	0.77393
-5.99809	-0.290765	-5.27133	0.300706
-5.64447	-0.144522	-5.4869	-0.168772
-5.30947	-0.724468	-5.71001	-0.634069
-5.68069	-1.52871	-5.94118	-1.09472
-6.11355	-1.75966	-6.18087	-1.55025
-6.99344	-2.17445	-6.42954	-2.00014
-7.14408	-2.67584	-6.68761	-2.44386
-7.13937	-3.22028	-6.95546	-2.88084
-7.77186	-4.08999	-7.23344	-3.3105
-7.52393	-3.88213	-7.52184	-3.73223
-8.08524	-4.57834	-7.82094	-4.14538
-8.453	-4.95621	-8.13095	-4.5493
-8.55062	-4.79248	-8.45204	-4.94331
-9.04115	-5.69364	-8.78433	-5.32669
-8.86897	-5.41973	-9.12788	-5.69872
-9.80646	-6.41174	-9.4827	-6.05868
-10.6688	-6.35543	-9.84874	-6.4058
-10.2205	-6.71044	-10.2259	-6.73933
-10.8944	-6.83335	-10.614	-7.05849
-10.986	-7.3707	-11.0128	-7.36252
-11.4213	-7.46085	-11.422	-7.65064
-11.9422	-7.88317	-11.8413	-7.92208
-12.4462	-8.02117	-12.2702	-8.17609
-12.7461	-8.19449	-12.7082	-8.41193
-13.7929	-8.47158	-13.1547	-8.62886
-13.6376	-8.26344	-13.6092	-8.82619
-14.4737	-8.79552	-14.0709	-9.00324
-14.5757	-9.32634	-14.5391	-9.15936
-15.6189	-9.69365	-15.013	-9.29397
-15.9382	-9.35751	-15.4916	-9.40649
-16.6033	-8.85459	-15.9741	-9.49642
-16.011	-9.33486	-16.4594	-9.5633
-16.9255	-10.8571	-16.9464	-9.60673
-18.1371	-9.39146	-17.4342	-9.62636
-18.3083	-9.18778	-17.9216	-9.62194
-18.2443	-9.58547	-18.4074	-9.59325
-18.6983	-9.02886	-18.8904	-9.54017
-19.7037	-8.79906	-19.3694	-9.46265
-20.3815	-7.6755	-19.8431	-9.36071
-20.4587	-9.7448	-20.3102	-9.23446
-21.5568	-8.5005	-20.7696	-9.08409
-21.8628	-8.64129	-21.2198	-8.90987
-21.9514	-7.41274	-21.6597	-8.71217
-22.1914	-7.70392	-22.0881	-8.49143
