0.312243	0.58034	0.859997	0.600045
1.17385	0.481073	1.37996	0.600629
1.65063	0.62469	1.89982	0.60247
2.18882	0.648739	2.41954	0.606284
2.65526	0.66598	2.93904	0.612786
3.01222	0.637046	3.45825	0.622685
3.89365	0.311793	3.97708	0.636689
4.30935	0.578564	4.49542	0.655498
4.35143	0.899174	5.01315	0.679804
5.51894	0.648233	5.53013	0.710295
6.022	0.708619	6.04618	0.747647
6.34249	0.948833	6.5611	0.792523
6.78214	0.714036	7.07469	0.845578
7.13735	0.957217	7.58668	0.907449
7.80533	0.719126	8.0968	0.978759
8.24796	0.840322	8.60472	1.06011
8.74615	1.04858	9.1101	1.15208
9.25579	1.04913	9.61255	1.25524
10.0484	1.44598	10.1117	1.37011
10.2492	1.45907	10.6069	1.49721
10.7313	1.45265	11.0979	1.637
11.587	1.61462	11.584	1.78992
11.7788	1.74591	12.0647	1.95639
12.3226	1.78353	12.5394	2.13677
12.5924	2.17509	13.0075	2.33137
13.0875	2.40708	13.4682	2.54047
13.836	2.62479	13.9208	2.7643
14.2106	2.94205	14.3646	3.00303
14.4616	2.90734	14.7989	3.25679
15.0261	3.5067	15.2228	3.52563
15.5236	3.82936	15.6355	3.80957
15.9774	4.00094	16.0363	4.10854
16.3313	4.44499	16.4242	4.42242
16.6039	4.67344	16.7983	4.75103
16.9955	5.21099	17.1579	5.09409
17.2894	5.43542	17.5019	5.45128
17.7853	5.62476	17.8297	5.82221
18.1263	6.16985	18.1402	6.20641
18.2164	6.66138	18.4328	6.60333
18.5422	6.76013	18.7064	7.01237
19.1441	7.18344	18.9604	7.43283
19.0138	7.8688	19.1939	7.86397
19.132	8.12845	19.4062	8.30497
19.347	8.30741	19.5966	8.75494
20.0039	8.8906	19.7645	9.21294
20.1574	9.45949	19.9093	9.67795
20.1573	9.90876	20.0303	10.1489
20.166	10.4687	20.1271	10.6247
20.371	11.0109	20.1993	11.1041
20.3164	11.3483	20.2466	11.5861
20.6141	11.9422	20.2687	12.0692
20.3263	12.4966	20.2652	12.5522
20.498	12.8924	20.2363	13.0339
20.1943	13.1688	20.1818	13.5129
20.3245	13.8896	20.1017	13.9878
20.1216	14.337	19.9962	14.4573
19.781	14.773	19.8655	14.9202
20.0208	15.2053	19.7099	15.3749
19.9131	15.554	19.5298	15.8203
19.4748	16.0098	19.3257	16.2549
19.238	16.2719	19.0981	16.6777
19.0029	16.8387	18.8477	17.0872
